Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,26.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,45.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,56.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,53.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,182.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,35-44,15.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,45-54,38.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,55-64,107.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,65-74,250.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,75-84,211.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,85+,114.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Diabetes,Diabetes,E10-E14,All Ages,741.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,35-44,16.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,45-54,20.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,55-64,41.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,65-74,49.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,75-84,28.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Obesity,Obesity,E65-E68,All Ages,165.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,65-74,11.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,75-84,49.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,85+,101.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Alzheimer disease,Alzheimer disease,G30,All Ages,162.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,50.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,193.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,297.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,547.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,45-54,22.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,55-64,90.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,65-74,208.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,75-84,198.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,85+,109.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Renal failure,Renal failure,N17-N19,All Ages,636.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,11.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,15.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,43.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,60.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,68.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,98.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,297.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,19.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,69.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,156.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,597.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1095.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1330.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1026.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4297.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,17.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,53.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,83.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,92.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,107.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,361.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,30.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,61.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,48.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,148.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,25.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,29.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,30.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,13.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,109.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,45-54,16.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,55-64,46.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,65-74,94.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,75-84,107.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,85+,115.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory failure,J96,All Ages,386.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,45-54,0.0,
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
